Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP.Syn.Abst.92	5709	0.999	203.543	3.565%	29.501	4.421%	0.00158	0.996
SP.Syn.Abst.93	4549	1.0	36.695	0.807%	4.88	0.923%	8e-05	1.0
SP.Syn.Abst.94	7052	1.0	111.944	1.587%	16.007	1.962%	0.0003	0.999
SP.Syn.Abst.95	20507	0.999	592.23	2.888%	86.75	3.623%	0.00102	0.997
SP.Syn.Abst.96	7818	0.997	479.899	6.138%	70.522	7.758%	0.00387	0.987
SP.Syn.Abst.97	7874	0.999	283.175	3.596%	41.763	4.556%	0.00187	0.996
SP.Syn.Abst.98	13076	0.999	542.987	4.153%	79.936	5.216%	0.00223	0.995
SP.Syn.Abst.99	10608	1.0	220.657	2.08%	32.205	2.607%	0.00051	0.999
SP.Syn.Abst.100	12341	1.0	195.002	1.58%	28.138	1.965%	0.00032	0.999
SP.Syn.Abst.101	6874	0.984	977.824	14.225%	144.142	17.989%	0.01991	0.93
SP.Syn.Abst.102	6963	0.998	323.901	4.652%	48.066	5.871%	0.00222	0.993
SP.Syn.Abst.103	9497	1.0	203.957	2.148%	29.709	2.69%	0.00059	0.998
SP.Syn.Abst.104	7377	0.999	258.391	3.503%	38.17	4.447%	0.00178	0.996
SP.Syn.Abst.105	13135	1.0	90.992	0.693%	12.501	0.822%	6e-05	1.0
SP.Syn.Abst.106	3697	1.0	59.614	1.612%	8.639	1.927%	0.00027	0.999
SP.Syn.Abst.107	7732	0.999	237.075	3.066%	34.589	3.828%	0.00115	0.997
SP.Syn.Abst.108	3257	1.0	35.448	1.088%	4.623	1.169%	9e-05	1.0
SP.Syn.Abst.109	6325	0.998	285.669	4.517%	41.704	5.638%	0.00255	0.993
SP.Syn.Abst.110	11396	0.998	523.514	4.594%	76.867	5.636%	0.00237	0.994
SP.Syn.Abst.111	9498	1.0	235.135	2.476%	34.365	3.1%	0.00076	0.998
SP.Syn.Abst.112	9272	1.0	192.529	2.076%	27.922	2.585%	0.00045	0.999
SP.Syn.Abst.113	7847	1.0	47.62	0.607%	6.41	0.689%	3e-05	1.0
SP.Syn.Abst.114	7042	1.0	35.732	0.507%	4.541	0.557%	2e-05	1.0
SP.Syn.Abst.115	9482	1.0	56.81	0.599%	7.932	0.719%	4e-05	1.0
SP.Syn.Abst.116	6775	1.0	173.965	2.568%	24.918	3.121%	0.0007	0.998
SP.Syn.Abst.117	12554	1.0	106.722	0.85%	15.281	1.049%	0.0001	1.0
SP.Syn.Abst.118	6185	0.999	162.505	2.627%	23.514	3.218%	0.00077	0.998
SP.Syn.Abst.119	10344	0.999	316.457	3.059%	46.173	3.842%	0.00098	0.997
SP.Syn.Abst.120	7348	1.0	153.142	2.084%	22.449	2.611%	0.00052	0.999
SP.Syn.Abst.121	19230	0.999	519.393	2.701%	76.569	3.416%	0.00091	0.998
SP.Syn.Abst.122	5990	0.998	314.285	5.247%	46.55	6.43%	0.00262	0.993
SP.Syn.Abst.123	10213	0.986	1338.731	13.108%	197.129	16.507%	0.01651	0.943
SP.Syn.Abst.124	10868	0.999	431.92	3.974%	63.133	4.897%	0.00176	0.995
SP.Syn.Abst.125	21294	0.999	571.798	2.685%	83.874	3.389%	0.00098	0.998
SP.Syn.Abst.126	13214	0.999	455.126	3.444%	66.711	4.337%	0.00162	0.996
SP.Syn.Abst.127	12640	1.0	234.454	1.855%	34.129	2.326%	0.00048	0.999
SP.Syn.Abst.128	6003	0.998	291.549	4.857%	42.647	5.993%	0.00272	0.993
SP.Syn.Abst.129	6426	0.997	399.519	6.217%	58.571	7.8%	0.00383	0.987
SP.Syn.Abst.130	7531	0.999	251.771	3.343%	36.5	4.123%	0.00136	0.997
SP.Syn.Abst.131	6536	1.0	123.972	1.897%	17.188	2.209%	0.00034	0.999
SP.Syn.Abst.132	13915	1.0	256.125	1.841%	37.569	2.318%	0.00043	0.999
SP.Syn.Abst.133	6320	1.0	22.559	0.357%	2.718	0.371%	2e-05	1.0
SP.Syn.Abst.134	10474	1.0	68.668	0.656%	10.033	0.827%	5e-05	1.0
SP.Syn.Abst.135	15351	0.998	698.283	4.549%	102.597	5.662%	0.00249	0.994
SP.Syn.Abst.136	10732	0.998	502.248	4.68%	74.05	5.8%	0.0025	0.994
SP.Syn.Abst.137	2734	1.0	71.272	2.607%	9.65	3.023%	0.00067	0.998
SP.Syn.Abst.138	16451	1.0	131.44	0.799%	18.644	0.978%	7e-05	1.0
SP.Syn.Abst.139	11409	1.0	226.58	1.986%	32.905	2.481%	0.00049	0.999
SP.Syn.Abst.140	4913	1.0	25.802	0.525%	3.098	0.519%	3e-05	1.0
SP.Syn.Abst.141	7285	1.0	131.138	1.8%	19.076	2.242%	0.00039	0.999
SP.Syn.Abst.142	10040	1.0	169.788	1.691%	24.541	2.107%	0.0004	0.999
SP.Syn.Abst.143	10644	1.0	128.508	1.207%	18.261	1.482%	0.00018	1.0
SP.Syn.Abst.144	6221	0.999	217.616	3.498%	31.944	4.412%	0.00173	0.996
SP.Syn.Abst.145	9574	1.0	87.335	0.912%	12.414	1.117%	9e-05	1.0
SP.Syn.Abst.146	8494	1.0	130.646	1.538%	18.645	1.89%	0.00032	0.999
SP.Syn.Abst.147	11111	0.998	532.397	4.792%	78.622	6.004%	0.00286	0.993
SP.Syn.Abst.148	8244	1.0	102.36	1.242%	14.661	1.53%	0.0002	1.0
SP.Syn.Abst.149	11407	1.0	31.132	0.273%	4.275	0.323%	1e-05	1.0
SP.Syn.Abst.150	9732	0.999	271.879	2.794%	40.47	3.578%	0.00124	0.997
SP.Syn.Abst.151	10790	1.0	89.671	0.831%	12.569	0.989%	7e-05	1.0
SP.Syn.Abst.152	14493	1.0	39.466	0.272%	5.099	0.304%	1e-05	1.0
SP.Syn.Abst.153	4975	1.0	28.703	0.577%	3.335	0.552%	4e-05	1.0
SP.Syn.Abst.154	40955	1.0	516.563	1.261%	75.943	1.6%	0.00019	0.999
SP.Syn.Abst.155	11596	1.0	119.379	1.029%	16.856	1.236%	0.0001	1.0
SP.Syn.Abst.156	7615	1.0	188.506	2.475%	27.857	3.132%	0.00065	0.998
SP.Syn.Abst.157	7086	0.999	182.222	2.572%	26.797	3.242%	0.00084	0.998
SP.Syn.Abst.158	12837	1.0	259.148	2.019%	37.789	2.487%	0.00044	0.999
SP.Syn.Abst.159	14680	1.0	78.978	0.538%	11.32	0.665%	4e-05	1.0
SP.Syn.Abst.160	7156	0.994	641.886	8.97%	94.377	11.257%	0.00774	0.974
SP.Syn.Abst.161	11543	0.998	521.168	4.515%	76.078	5.708%	0.00246	0.993
SP.Syn.Abst.162	6719	0.986	876.108	13.039%	129.085	16.434%	0.01642	0.943
SP.Syn.Abst.163	13096	1.0	299.815	2.289%	44.178	2.905%	0.00073	0.998
SP.Syn.Abst.164	10300	0.998	512.837	4.979%	75.0	6.203%	0.00323	0.992
SP.Syn.Abst.165	6635	1.0	77.365	1.166%	10.868	1.405%	0.00014	1.0
SP.Syn.Abst.166	11637	1.0	186.2	1.6%	26.782	1.976%	0.00043	0.999
SP.Syn.Abst.167	9711	0.999	375.473	3.866%	54.979	4.812%	0.00176	0.995
SP.Syn.Abst.168	7559	1.0	42.949	0.568%	5.815	0.66%	4e-05	1.0
SP.Syn.Abst.169	4368	1.0	90.475	2.071%	12.922	2.44%	0.00038	0.999
SP.Syn.Abst.170	5385	0.999	173.349	3.219%	25.032	3.988%	0.0013	0.997
SP.Syn.Abst.171	7489	1.0	71.503	0.955%	10.233	1.166%	0.0001	1.0
SP.Syn.Abst.172	5599	1.0	24.84	0.444%	2.961	0.454%	2e-05	1.0
SP.Syn.Abst.173	8702	0.999	350.335	4.026%	51.476	5.019%	0.00192	0.995
SP.Syn.Abst.174	8492	0.999	269.595	3.175%	39.377	3.802%	0.00104	0.998
SP.Syn.Abst.175	6650	0.997	436.743	6.568%	64.686	8.319%	0.00431	0.986
SP.Syn.Abst.176	3408	1.0	64.919	1.905%	9.312	2.254%	0.00033	0.999
SP.Syn.Abst.177	11082	1.0	227.211	2.05%	32.924	2.515%	0.00044	0.999
SP.Syn.Abst.178	5421	0.996	413.078	7.62%	59.872	8.977%	0.00652	0.987
SP.Syn.Abst.179	9374	1.0	125.488	1.339%	17.969	1.635%	0.0002	0.999
SP.Syn.Abst.180	12419	1.0	117.284	0.944%	16.749	1.159%	0.0001	1.0
SP.Syn.Abst.181	6117	1.0	104.308	1.705%	15.023	2.109%	0.0003	0.999
SP.Syn.Abst.182	6024	1.0	96.565	1.603%	13.536	1.889%	0.00027	0.999
SP.Syn.Abst.183	10794	0.998	579.932	5.373%	85.699	6.733%	0.00371	0.991
SP.Syn.Abst.184	2460	0.999	83.734	3.404%	12.091	4.058%	0.00107	0.997
SP.Syn.Abst.185	10907	0.999	282.681	2.592%	41.687	3.268%	0.00081	0.998
SP.Syn.Abst.186	4868	0.999	190.169	3.907%	28.12	4.955%	0.0023	0.995
SP.Syn.Abst.187	10355	0.999	378.14	3.652%	55.086	4.557%	0.00165	0.996
SP.Syn.Abst.188	6693	0.997	387.856	5.795%	57.232	7.367%	0.00358	0.988
SP.Syn.Abst.189	4000	1.0	56.182	1.405%	7.63	1.641%	0.00024	0.999
SP.Syn.Abst.190	14603	0.999	483.536	3.311%	71.364	4.163%	0.0013	0.997
SP.Syn.Abst.191	8287	1.0	160.678	1.939%	23.231	2.397%	0.00044	0.999
SP.Syn.Abst.192	8695	1.0	168.946	1.943%	24.632	2.439%	0.00051	0.999
SP.Syn.Abst.193	7848	0.999	300.05	3.823%	44.297	4.848%	0.00157	0.995
SP.Syn.Abst.194	6034	1.0	52.622	0.872%	7.158	1.022%	7e-05	1.0
SP.Syn.Abst.195	8762	0.997	566.025	6.46%	83.347	7.749%	0.00468	0.99
SP.Syn.Abst.196	16717	0.999	662.779	3.965%	97.322	4.956%	0.00191	0.995
SP.Syn.Abst.197	12198	1.0	241.357	1.979%	35.161	2.489%	0.00043	0.999
SP.Syn.Abst.198	8468	0.997	491.33	5.802%	71.939	7.175%	0.00433	0.99
SP.Syn.Abst.199	5192	1.0	103.799	1.999%	14.889	2.455%	0.00044	0.999
SP.Syn.Abst.200	5955	0.998	332.28	5.58%	48.663	6.918%	0.00398	0.991
SP.Syn.Abst.201	7074	1.0	105.555	1.492%	15.262	1.857%	0.00028	0.999
SP.Syn.Abst.202	6161	0.993	575.214	9.336%	85.076	11.765%	0.00846	0.972
SP.Syn.Abst.203	10392	0.998	498.709	4.799%	73.329	6.018%	0.00309	0.993
SP.Syn.Abst.204	9544	0.995	762.511	7.989%	112.367	10.117%	0.00648	0.978
SP.Syn.Abst.205	5671	1.0	40.761	0.719%	5.241	0.797%	5e-05	1.0
SP.Syn.Abst.206	9375	0.999	305.593	3.26%	44.212	4.028%	0.00127	0.997
SP.Syn.Abst.207	12480	1.0	157.844	1.265%	22.511	1.54%	0.00017	1.0
SP.Syn.Abst.208	10139	1.0	151.666	1.496%	22.324	1.898%	0.00033	0.999
SP.Syn.Abst.209	7806	1.0	69.15	0.886%	10.263	1.123%	9e-05	1.0
SP.Syn.Abst.210	9243	1.0	64.405	0.697%	8.89	0.802%	4e-05	1.0
SP.Syn.Abst.211	17194	1.0	247.421	1.439%	35.816	1.795%	0.00028	0.999
SP.Syn.Abst.212	8214	0.999	262.568	3.197%	38.08	3.887%	0.00111	0.997
SP.Syn.Abst.213	12479	0.999	549.453	4.403%	81.012	5.479%	0.00228	0.994
SP.Syn.Abst.214	4760	0.998	231.437	4.862%	33.961	6.084%	0.00313	0.992
SP.Syn.Abst.215	11188	1.0	116.867	1.045%	16.803	1.295%	0.00016	1.0
SP.Syn.Abst.216	11112	0.999	350.092	3.151%	51.54	3.954%	0.00119	0.997
SP.Syn.Abst.217	11204	0.999	421.182	3.759%	62.334	4.658%	0.00135	0.996
SP.Syn.Abst.218	11959	0.998	656.537	5.49%	96.537	6.839%	0.00385	0.991
SP.Syn.Abst.219	8744	0.997	501.534	5.736%	73.892	7.276%	0.00445	0.989
SP.Syn.Abst.220	17062	1.0	32.068	0.188%	4.19	0.211%	1e-05	1.0
SP.Syn.Abst.221	9967	1.0	36.708	0.368%	4.648	0.4%	1e-05	1.0
SP.Syn.Abst.222	6378	0.997	423.554	6.641%	62.317	8.257%	0.00428	0.987
SP.Syn.Abst.223	4640	0.994	387.643	8.354%	57.141	10.601%	0.00713	0.976
SP.Syn.Abst.224	7830	1.0	39.026	0.498%	5.147	0.568%	3e-05	1.0
SP.Syn.Abst.225	8165	1.0	88.014	1.078%	12.306	1.302%	0.00013	1.0
SP.Syn.Abst.226	10734	1.0	197.493	1.84%	28.793	2.3%	0.0004	0.999
SP.Syn.Abst.227	9113	1.0	29.559	0.324%	3.565	0.338%	1e-05	1.0
SP.Syn.Abst.228	6295	0.996	451.855	7.178%	66.433	8.732%	0.00475	0.987
SP.Syn.Abst.229	8738	1.0	158.081	1.809%	22.722	2.204%	0.00037	0.999
SP.Syn.Abst.230	11926	0.998	665.331	5.579%	97.798	6.892%	0.00369	0.991
SP.Syn.Abst.231	6213	1.0	60.325	0.971%	8.372	1.156%	9e-05	1.0
SP.Syn.Abst.232	9455	0.999	289.893	3.066%	42.454	3.808%	0.00107	0.997
SP.Syn.Abst.233	7806	1.0	100.671	1.29%	14.244	1.57%	0.00019	0.999
SP.Syn.Abst.234	11213	0.999	309.136	2.757%	45.513	3.474%	0.00093	0.998
SP.Syn.Abst.235	15293	0.999	557.582	3.646%	81.96	4.639%	0.00162	0.995
SP.Syn.Abst.236	16064	1.0	299.914	1.867%	44.018	2.329%	0.00039	0.999
SP.Syn.Abst.237	9614	1.0	199.144	2.071%	28.218	2.504%	0.00045	0.999
SP.Syn.Abst.238	17024	1.0	103.872	0.61%	14.778	0.742%	4e-05	1.0
SP.Syn.Abst.239	10921	1.0	138.936	1.272%	20.225	1.597%	0.00022	0.999
SP.Syn.Abst.240	9195	1.0	125.46	1.364%	18.317	1.71%	0.00021	0.999
SP.Syn.Abst.241	10970	1.0	149.067	1.359%	21.827	1.721%	0.00024	0.999
SP.Syn.Abst.242	8255	1.0	100.934	1.223%	14.589	1.52%	0.00019	1.0
SP.Syn.Abst.243	5848	1.0	71.281	1.219%	9.841	1.45%	0.00017	1.0
SP.Syn.Abst.244	10633	1.0	219.928	2.068%	31.791	2.489%	0.00043	0.999
SP.Syn.Abst.245	14151	0.999	431.663	3.05%	63.377	3.781%	0.00103	0.997
SP.Syn.Abst.246	41989	1.0	854.571	2.035%	126.093	2.586%	0.00061	0.999
SP.Syn.Abst.247	8884	1.0	33.377	0.376%	4.105	0.397%	2e-05	1.0
SP.Syn.Abst.248	5238	1.0	68.841	1.314%	9.956	1.617%	0.00018	0.999
SP.Syn.Abst.249	14755	0.999	639.877	4.337%	94.117	5.43%	0.00236	0.994
SP.Syn.Abst.250	6572	1.0	87.169	1.326%	12.514	1.627%	0.00018	0.999
SP.Syn.Abst.251	17208	1.0	216.754	1.26%	31.467	1.577%	0.00021	0.999
SP.Syn.Abst.252	14761	0.999	484.255	3.281%	71.485	4.097%	0.00123	0.997
SP.Syn.Abst.253	10153	0.999	327.084	3.222%	47.947	4.048%	0.00131	0.997
SP.Syn.Abst.254	8342	0.997	486.469	5.832%	71.158	7.376%	0.00373	0.988
SP.Syn.Abst.255	11326	1.0	172.373	1.522%	25.529	1.943%	0.00033	0.999
SP.Syn.Abst.256	16042	0.986	2143.309	13.361%	316.283	16.617%	0.01637	0.947
SP.Syn.Abst.257	8418	1.0	62.229	0.739%	8.55	0.874%	5e-05	1.0
SP.Syn.Abst.258	7541	1.0	25.503	0.338%	3.024	0.344%	1e-05	1.0
SP.Syn.Abst.259	5956	0.998	277.807	4.664%	40.792	5.917%	0.00243	0.992
SP.Syn.Abst.260	7517	0.999	277.525	3.692%	40.951	4.607%	0.00162	0.996
SP.Syn.Abst.261	9444	0.999	340.447	3.605%	49.906	4.529%	0.00168	0.996
SP.Syn.Abst.262	8768	0.999	322.999	3.684%	47.568	4.445%	0.0014	0.997
SP.Syn.Abst.263	6791	0.999	194.695	2.867%	28.281	3.592%	0.00091	0.997
SP.Syn.Abst.264	9624	0.999	316.19	3.285%	46.403	4.082%	0.00122	0.997
SP.Syn.Abst.265	3225	1.0	23.101	0.716%	2.79	0.736%	8e-05	1.0
SP.Syn.Abst.266	11121	1.0	207.19	1.863%	30.174	2.324%	0.00039	0.999
SP.Syn.Abst.267	8775	0.998	435.235	4.96%	63.473	6.096%	0.00283	0.993
SP.Syn.Abst.268	10095	1.0	54.947	0.544%	7.729	0.656%	4e-05	1.0
SP.Syn.Abst.269	7466	1.0	67.552	0.905%	9.287	1.072%	9e-05	1.0
SP.Syn.Abst.270	14232	0.999	393.45	2.765%	57.737	3.484%	0.00096	0.997
SP.Syn.Abst.271	7379	0.999	198.356	2.688%	28.753	3.312%	0.0008	0.998
SP.Syn.Abst.272	5295	1.0	109.684	2.071%	15.628	2.53%	0.00047	0.999
SP.Syn.Abst.273	9240	0.999	251.751	2.725%	36.932	3.419%	0.00089	0.998
SP.Syn.Abst.274	7460	0.999	311.543	4.176%	45.537	5.229%	0.00238	0.994
SP.Syn.Abst.275	10811	0.999	280.222	2.592%	41.502	3.311%	0.00075	0.998
SP.Syn.Abst.276	15930	0.999	519.099	3.259%	76.065	4.012%	0.00116	0.997
SP.Syn.Abst.277	4482	1.0	46.487	1.037%	6.215	1.186%	0.00013	1.0
SP.Syn.Abst.278	11279	1.0	279.234	2.476%	40.924	3.106%	0.00074	0.998
SP.Syn.Abst.279	2803	1.0	31.634	1.129%	4.194	1.262%	0.00013	1.0
SP.Syn.Abst.280	9523	1.0	113.062	1.187%	16.432	1.476%	0.00016	1.0
SP.Syn.Abst.281	16851	1.0	215.301	1.278%	32.194	1.638%	0.00029	0.999
SP.Syn.Abst.282	19490	1.0	60.18	0.309%	8.23	0.364%	1e-05	1.0
SP.Syn.Abst.283	5984	1.0	23.351	0.39%	2.844	0.41%	2e-05	1.0
SP.Syn.Abst.284	5821	0.996	407.854	7.007%	60.073	8.762%	0.00475	0.985
SP.Syn.Abst.285	7293	1.0	126.183	1.73%	18.171	2.144%	0.00033	0.999
SP.Syn.Abst.286	4658	1.0	39.753	0.853%	5.338	0.988%	7e-05	1.0
SP.Syn.Abst.287	7178	0.972	1392.599	19.401%	205.466	23.714%	0.03279	0.899
SP.Syn.Abst.288	10464	0.963	2315.496	22.128%	341.206	27.038%	0.04257	0.865
SP.Syn.Abst.289	3007	0.999	127.268	4.232%	18.331	4.992%	0.00187	0.996
SP.Syn.Abst.290	11101	1.0	39.38	0.355%	5.018	0.39%	1e-05	1.0
SP.Syn.Abst.291	5956	0.997	383.204	6.434%	55.982	7.659%	0.00448	0.991
SP.Syn.Abst.292	6677	1.0	88.604	1.327%	12.752	1.649%	0.0002	0.999
SP.Syn.Abst.293	12441	0.999	373.608	3.003%	54.832	3.792%	0.00136	0.997
SP.Syn.Abst.294	7058	1.0	122.094	1.73%	17.399	2.078%	0.00032	0.999
